Name,Count
一带,37
好看,37
服了,37
意思,37
青年,37
招式,37
情由,37
匕首,37
诸般,37
设法,37
了无,37
退开,37
聪明,37
不轻,37
带了,37
船舱,37
能有,37
休息,37
一干,37
坛主,37
动弹不得,37
堂主,36
俯身,36
宁可,36
淡淡的,36
脚步声,36
所学,36
名头,36
荒岛,36
山一,36
要将,36
中长,36
进了,36
得道,36
次日,36
物事,36
儿子,36
放开,36
二来,36
吴劲草,36
欺侮,36
食指,36
勉强,36
骇然,36
四字,36
十六,36
本是,36
流云使,36
却没,36
赶到,36
深深,36
方始,36
展开,36
一脚,36
在那,36
门户,36
所说,36
手持,36
各处,36
说完,36
大有,36
凶险,36
不出来,36
张大,36
毒性,36
十岁,35
四大,35
小妹,35
莫非,35
正中,35
各自,35
看到,35
之道,35
柔声道,35
房门,35
快步,35
也没有,35
没听,35
得好,35
施主,35
一半,35
高人,35
心事,35
喝了,35
以后,35
救人,35
听着,35
年前,35
拾起,35
五指,35
被人,35
送了,35
居士,35
转了,35
决意,35
跃出,35
一处,35
高强,35
走向,35
之辈,35
客人,35
大和,35
衣袖,35
这话,34
跟她,34
相互,34
单刀,34
这门,34
强敌,34
全然,34
大海,34
功高,34
上船,34
药物,34
丹田,34
意料之外,34
短刀,34
拳脚,34
吐露,34
没见,34
便知,34
一转,34
百余,34
再无,34
击出,34
练到,34
放了,34
呆呆,34
何人,34
若在,34
擒拿,34
出招,34
可不是,34
答话,34
胡涂,34
倒退,34
破绽,34
不绝,34
有此,34
只因,34
没能,34
直至,34
道上,34
夫妻,34
就不,34
已无,34
定神,34
侠义,34
诧异,34
走去,34
有时,34
临安,34
这番话,34
化解,34
向她,34
做了,34
六弟,34
心神,34
可不能,34
纵然,34
掌击,33
忽见,33
打听,33
司徒千钟,33
并肩,33
大出,33
自幼,33
上乘,33
剑鞘,33
以及,33
杨过,33
帮会,33
说些,33
闻到,33
害得,33
却见,33
一推,33
竟有,33
十八,33
妖女,33
这种,33
耳边,33
人叫,33
自刎,33
教我,33
龙头,33
水手,33
看得,33
疼痛,32
伤人,32
行了,32
待他,32
为何,32
顺手,32
沉重,32
容易,32
那你,32
精妙,32
大船,32
辉月使,32
可说,32
高塔,32
推开,32
移动,32
心惊,32
相识,32
尸体,32
面目,32
坐骑,32
暗叫,32
必能,32
途中,32
她在,32
姚清泉,32
苦笑,32
不明白,32
输了,32
无可,32
危急,32
免得,32
较量,32
向北,32
将军,32
向外,32
人下,32
两仪,32
余下,32
经书,32
但我,32
到哪里,32
当场,32
长矛,32
踌躇,32
跪下,32
在心,32
不够,32
易三娘,32
方能,32
中都,32
跟在,32
抱住,32
义兄,32
真相,32
竭力,32
说明,32
真不,32
取胜,31
四下里,31
一层,31
徒儿,31
又见,31
首领,31
爹妈,31
有所,31
那位,31
记得,31
之旁,31
走开,31
大殿,31
赶路,31
人多,31
六七,31
都有,31
半空中,31
眼色,31
脸颊,31
月光,31
可知,31
最好,31
反正,31
问起,31
金针,31
用意,31
既已,31
老爷,31
毕竟,31
大笑,31
招之,31
神态,31
姓张,31
其后,31
一言不发,31
死不,31
不大,31
要说,31
空中,31
杀死,31
请他,31
救我,31
手脚,31
风声,31
两句话,31
隔了,31
长鞭,31
王爷,31
认得,31
连连,31
多说,31
事先,30
伯伯,30
干净,30
下马,30
剑柄,30
医治,30
拿着,30
仍然,30
提防,30
好啊,30
高明,30
一家,30
掌心,30
雷火,30
不足,30
还礼,30
老尼,30
想到此,30
不加,30
向我,30
近身,30
官兵,30
可有,30
呼呼,30
号称,30
开来,30
观众,30
三步,30
拍手,30
胜于,30
出神,30
真正,30
不等,30
难当,30
喷出,30
逼得,30
老爷子,30
四五,30
咽喉,30
险些,30
青海,30
拳打,30
怎生,30
共有,30
这事,30
中出,30
先后,30
一团,30
书道,30
想必,30
转过身,30
这把,30
一样,30
请问,30
尊师,30
顿了,30
见你,30
有意,30
便宜,30
写着,30
护教,30
答允,30
尼姑,30
几乎,30
学得,30
不妨,30
离开,30
尽是,29
出现,29
腿上,29
得上,29
时见,29
随手,29
不顾,29
心里,29
极高,29
迟疑,29
顾不得,29
乘机,29
迅速,29
左首,29
绝不,29
事情,29
天地,29
四肢,29
昆仑山,29
没了,29
接了,29
大变,29
两枚,29
算得,29
快活,29
抵御,29
一流,29
想来,29
四位,29
干系,29
望去,29
坐着,29
名叫,29
更不,29
不须,29
银子,29
一枚,29
我妈妈,29
击中,29
一套,29
匆匆,29
波斯人,29
当可,29
碰到,29
恼怒,29
从中,29
成名,29
地牢,29
性子,29
这二,29
回身,29
难得,29
毙命,29
不懂,29
判官笔,29
必定,29
老人,29
自有,29
黯然,29
痛得,29
闪动,28
极为,28
客气,28
一瞥,28
蒙古人,28
暂且,28
霎时间,28
颤动,28
着地,28
不跟,28
可怖,28
缓步,28
妙极,28
每日,28
一件事,28
她们,28
仇人,28
人面,28
害我,28
转眼,28
窗外,28
不放,28
再不,28
外号,28
叫声,28
均已,28
耳光,28
三名,28
急奔,28
不服,28
再加上,28
最高,28
武艺,28
平等,28
方位,28
提了,28
树枝,28
知客,28
但在,28
能将,28
片刻间,28
要请,28
倒也不,28
要害,28
四周,28
掠过,28
只能,28
永远,28
使劲,28
另一,28
上人,28
向着,28
以免,28
思索,28
海外,28
藏在,28
替他,27
卫天望,27
停步,27
精神,27
衣襟,27
刷刷,27
人丛,27
呼喝,27
脱手,27
相对,27
了不起,27
掌中,27
能见,27
都要,27
夏胄,27
很是,27
狼狈,27
山峰,27
剧痛,27
才好,27
好不,27
问他,27
这么一来,27
一辈子,27
宝树,27
片刻之间,27
相信,27
你爹,27
声势,27
另一个,27
不识,27
凶手,27
终身,27
向左,27
两条,27
既不,27
近年来,27
待会,27
将你,27
文字,27
抢到,27
安慰,27
二伯,27
动了,27
固然,27
高兴,27
毁了,27
已知,27
不自禁,27
床上,27
我妈,27
阿牛哥,27
这套,27
三件,27
好处,27
活了,27
过招,27
求你,27
半天,27
则是,27
仰天,27
在外,27
无辜,27
子弟,27
加害,26
再去,26
点中,26
敢不,26
在后,26
打我,26
顺着,26
运功,26
害人,26
哭了,26
挥动,26
弟妹,26
盼望,26
站定,26
收拾,26
抛下,26
在内,26
抱了,26
不忍,26
丑八怪,26
旗下,26
路上,26
商量,26
本想,26
阿二,26
豪杰,26
疗伤,26
紧紧,26
去见,26
无力,26
内伤,26
身手,26
太阳,26
大半,26
且慢,26
一说,26
苏习之,26
有数,26
别人,26
出门,26
铁桶,26
样子,26
点穴,26
教你,26
站了,26
落下,26
一颗,26
饮食,26
想他,26
牢牢,26
场上,26
一杯,26
害了,26
剑术,26
处处,26
一路上,26
迎接,26
动弹,26
那边,26
对准,26
试试,26
祁天彪,26
雄大,26
命丧,26
山石,26
顷刻间,26
归中,26
下面,26
前去,26
狠狠,26
轻声,26
残废,26
哽咽,26
四哥,26
数人,26
追上,26
好人,26
首座,25
不算,25
糟糕,25
惊讶,25
甚多,25
着手,25
壁上,25
相公,25
掌法,25
颊上,25
严密,25
怎知,25
仗义,25
按住,25
又来,25
另外,25
对不起,25
拿起,25
乘马,25
骗我,25
回过,25
各路,25
记号,25
扶起,25
善哉,25
暗算,25
奸人,25
手提,25
能在,25
以下,25
来岁,25
知晓,25
动静,25
英雄好汉,25
迅捷,25
在床,25
树上,25
寒气,25
高大,25
之徒,25
淡淡,25
可见,25
生了,25
将自,25
好在,25
无用,25
道长,25
不下,25
后面,25
得意,25
黑衣,25
手段,25
岩石,25
世间,25
焦急,25
树王,25
变色,25
眼看,25
木剑,25
异状,25
急速,25
潜心,25
插在,25
刚才,25
三年,25
跟前,25
插口,25
咱俩,25
知道了,25
所伤,25
抽出,25
这口,25
地步,25
火药,25
医术,25
撞到,25
何用,25
原本,25
睁开眼,25
得手,25
奈何,25
石壁,25
蛊毒,25
擒住,25
下好,25
在其,25
脾气,25
杀我,25
外面,25
兵器,25
比试,24
已极,24
恶人,24
继续,24
上前去,24
背影,24
再有,24
惭愧,24
自此,24
找寻,24
雪地,24
在世,24
轻易,24
多半是,24
师门,24
平安,24
凄然,24
感到,24
劲风,24
相会,24
火光,24
之势,24
无论如何,24
使得,24
为师,24
还要,24
这对,24
稍有,24
如风,24
此间,24
出言,24
一抖,24
一大,24
一瞬,24
使者,24
浑厚,24
一举,24
亲眼,24
狼牙棒,24
淫贼,24
十九,24
满门,24
开去,24
神智,24
不胜,24
若能,24
全不,24
晕了,24
教徒,24
好意,24
教人,24
不相,24
作了,24
所有,24
一艘,24
作为,24
甚么人,24
山谷,24
存心,24
翻身,24
可要,24
狠辣,24
树林,24
蒋涛,24
最是,24
现身,24
接口,24
木棚,24
这就,24
还手,24
面面相觑,24
有心,24
找他,24
飞了,24
当晚,24
先师,24
得过,24
又要,24
不小,24
招呼,24
索性,24
多大,24
禀报,24
梅花,24
这可,24
保护,24
想得,24
好笑,24
事事,24
娘娘,24
商议,24
服下,24
前后,24
无相,24
懂得,24
不听,24
这时候,24
拍拍,24
呻吟,24
人脸,23
打个,23
哪有,23
一两,23
丑陋,23
一个个,23
都没,23
潘天耕,23
胜得,23
圆圈,23
纵声,23
连声,23
奔去,23
上马,23
张口,23
尚在,23
更有,23
拱手,23
冷汗,23
晚间,23
逝世,23
一副,23
当然,23
平平,23
任何,23
绝顶,23
本已,23
寒冰,23
忌惮,23
侧身,23
行动,23
不杀,23
约莫,23
便会,23
关怀,23
家伙,23
安危,23
又在,23
驱除,23
一跃,23
冰块,23
之名,23
主和,23
昔日,23
抬头,23
刀子,23
绝技,23
死去,23
奸计,23
好端端,23
一笔,23
嗤嗤,23
又向,23
个头,23
又如,23
打了个,23
踉跄,23
老和尚,23
胸前,23
怪我,23
断剑,23
来向,23
不幸,23
实在太,23
不容,23
起手,23
断折,23
本人,23
各有,23
火把,23
一分,23
从来不,23
天上,23
她也,23
耳朵,23
解救,23
人生,23
不安,23
虽说,23
传出,23
飞出,23
骑马,23
大恩,23
晚上,23
霍地,23
同去,23
两年,23
面的,23
自身,23
这条,23
均有,23
心情,23
大踏步,23
被她,23
你我,23
茅舍,23
上光,23
惊人,23
阴阳,22
打中,22
苦苦,22
凝视,22
一双,22
马上,22
待你,22
白衣,22
手背,22
数年,22
