Name,Count
兵器,29
屋顶,28
哪能,28
打我,28
不打,28
本领,28
你好,28
未见,28
到得,28
那位,28
从此,28
小王,28
自幼,28
其时,28
何能,28
这部,28
倏地,28
知晓,28
发了,28
一件事,28
人面,28
结义,28
放开,28
义弟,28
一望,28
老贼,28
黑夜,28
可知,28
另一个,28
坐骑,28
杀人,28
故意,28
终身,28
毒手,28
奔驰,28
两条,28
生了,28
既不,28
竟自,28
说些,28
笑着,28
询问,28
抢到,28
作了,28
本是,28
瞧你,28
招之,28
惊疑,28
谭处端,28
又说,28
海面,28
决意,28
欢呼,28
在那,28
转过身,28
余下,28
闭目,28
杀死,28
摸出,28
现今,28
念头,28
留在,28
将士,28
四周,28
庄上,28
黄金,28
招手,28
华山论剑,28
打到,28
奈何,28
势必,28
算是,28
臭小子,27
抚摸,27
轻易,27
定会,27
所载,27
尚在,27
站定,27
过头,27
那你,27
却有,27
是非,27
叔侄,27
拿去,27
路上,27
山下,27
一抓,27
说来,27
去救,27
就如,27
法儿,27
脑袋,27
从前,27
再看,27
便在,27
胸前,27
破绽,27
不绝,27
之约,27
万人,27
防备,27
弯腰,27
胡闹,27
狠辣,27
惊叫,27
肩上,27
多谢,27
打开,27
飞起,27
小孔,27
你想,27
一红,27
生死,27
简管家,27
一挥,27
对准,27
知觉,27
创口,27
又要,27
马道,27
使劲,27
大将,27
美貌,27
酒菜,27
得手,27
下身,27
老者,27
好快,27
感激,27
富贵,27
脾气,27
杀我,27
还给,27
找我,27
念着,26
剑法,26
中指,26
仍然,26
招架,26
人马,26
这门,26
疑心,26
情景,26
必然,26
里来,26
上船,26
精妙,26
名头,26
并肩,26
暗自,26
好大,26
带着,26
快走,26
总有,26
一拉,26
没听,26
等他,26
有异,26
递给,26
大伙儿,26
跟随,26
迅捷,26
哑巴,26
双脚,26
下卷,26
酒杯,26
老弟,26
要了,26
官人,26
却被,26
七位,26
食指,26
料到,26
想了,26
北方,26
不断,26
数次,26
无可,26
之功,26
提了,26
守在,26
敌军,26
门户,26
好不好,26
骑马,26
设法,26
裘千丈,26
外人,26
倒也不,26
这番话,26
想得,26
乘势,26
那天,26
师徒,26
身分,25
这么说,25
四下里,25
扶着,25
水上,25
再问,25
亲自,25
阻拦,25
钢针,25
沉重,25
如飞,25
有点,25
到底是,25
劲风,25
冷汗,25
理他,25
十多,25
踏上,25
贤弟,25
威力,25
手势,25
而过,25
一辈子,25
向右,25
笑了,25
下盘,25
练到,25
假装,25
追来,25
天大,25
一排,25
自然是,25
再不,25
众军,25
两只,25
听我,25
累得,25
相交,25
白发,25
抓起,25
腰带,25
好在,25
拦阻,25
猛地,25
既已,25
写了,25
